title,url,price,primary_image_url,retailer_sku_code,currency,crawl_time,current_price,categories
Samsung Galaxy A9 (2016) Dual-SIM SM-A9000 ,http://www.expansys.com.sg/samsung-galaxy-a9-2016-dual-sim-sm-a9000-unlocked-32gb-white-287755/,739.99,http://i2.expansys.com/img/b/287755/samsung-galaxy-a9-2016-dual-sim-sm-a9000.jpg,287755,SG$,2016-04-18 14:13:07,674.99,Phablets
Samsung Galaxy Note5 (Dual SIM) SM-N9200 ,http://www.expansys.com.sg/samsung-galaxy-note5-dual-sim-sm-n9200-unlocked-lte-64gb-gold-platinum-284423/,999.99,http://i1.expansys.com/img/b/284423/samsung-galaxy-note5-dual-sim-sm-n9200.jpg,284423,SG$,2016-04-18 14:13:11,999.99,Phablets
LG G5 Dual SIM LG-H860N ,http://www.expansys.com.sg/lg-g5-dual-sim-lg-h860n-unlocked-32gb-silver-288131/,,http://i1.expansys.com/img/b/288131/lg-g5-dual-sim-lg-h860n.jpg,288131,,2016-04-18 14:13:14,,"Mobile Phones,Dual SIM Phones"
Samsung Galaxy A5 (2016) Dual-SIM SM-A5100 ,http://www.expansys.com.sg/samsung-galaxy-a5-2016-dual-sim-sm-a5100-unlocked-16gb-black-287360/,539.99,http://i1.expansys.com/img/b/287360/samsung-galaxy-a5-2016-dual-sim-sm-a5100.jpg,287360,SG$,2016-04-18 14:13:18,454.99,"Mobile Phones,Dual SIM Phones"
Samsung Galaxy S7 edge Dual-SIM SM-G9350 ,http://www.expansys.com.sg/samsung-galaxy-s7-edge-dual-sim-sm-g9350-unlocked-32gb-silver-titanium-289362/,1054.99,http://i1.expansys.com/img/b/289362/samsung-galaxy-s7-edge-dual-sim-sm-g9350.jpg,289362,SG$,2016-04-18 14:13:22,1054.99,"Mobile Phones,Dual SIM Phones"
Microsoft Lumia 950 XL RM-1085 ,http://www.expansys.com.sg/microsoft-lumia-950-xl-rm-1085-unlocked-32gb-black-286184/,1088.82,http://i1.expansys.com/img/b/286184/microsoft-lumia-950-xl-rm-1085.jpg,286184,SG$,2016-04-18 14:13:25,629.99,"Mobile Phones,SIM Free Phones,Windows Phone,Windows 10"
Microsoft Lumia 950 XL Dual SIM RM-1116 ,http://www.expansys.com.sg/microsoft-lumia-950-xl-dual-sim-rm-1116-unlocked-32gb-black-288716/,719.99,http://i2.expansys.com/img/b/288716/microsoft-lumia-950-xl-dual-sim-rm-1116.jpg,288716,SG$,2016-04-18 14:13:29,719.99,"Mobile Phones,Dual SIM Phones"
"YOTAPHONE 2 (YD201) LTE, 32GB, Black ",http://www.expansys.com.sg/yotaphone-2-yd201-lte-32gb-black-with-free-bumper-case-273215/,979.00,http://i2.expansys.com/img/b/273215/yotaphone-2-yd201-lte-32gb-black.jpg,273215,SG$,2016-04-18 14:13:34,635.00,"Mobile Phones,SIM Free Phones,Android,KitKat 4.4"
Samsung Galaxy A7 (2016) Dual-SIM SM-A7100 ,http://www.expansys.com.sg/samsung-galaxy-a7-2016-dual-sim-sm-a7100-unlocked-lte-16gb-white-287361/,614.99,http://i1.expansys.com/img/b/287361/samsung-galaxy-a7-2016-dual-sim-sm-a7100.jpg,287361,SG$,2016-04-18 14:13:39,524.99,"Mobile Phones,Dual SIM Phones"
Samsung Galaxy A9 (2016) Dual-SIM SM-A9000 ,http://www.expansys.com.sg/samsung-galaxy-a9-2016-dual-sim-sm-a9000-unlocked-32gb-gold-287756/,739.99,http://i2.expansys.com/img/b/287756/samsung-galaxy-a9-2016-dual-sim-sm-a9000.jpg,287756,SG$,2016-04-18 14:13:43,674.99,Phablets
Google Nexus 5X LG-H798 ,http://www.expansys.com.sg/google-nexus-5x-lg-h798-hk-version-unlocked-32gb-carbon-black-284564/,718.60,http://i1.expansys.com/img/b/284564/google-nexus-5x-lg-h798-hk-version.jpg,284564,SG$,2016-04-18 14:13:46,419.99,"Mobile Phones,SIM Free Phones,Android,Marshmallow 6.0"
"Apple iPad Pro 9.7"" ",http://www.expansys.com.sg/apple-ipad-pro-97-wifi-32gb-silver-288906/,,http://i2.expansys.com/img/b/288906/apple-ipad-pro-97.jpg,288906,,2016-04-18 14:14:21,,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 9.7"" ",http://www.expansys.com.sg/apple-ipad-pro-97-wifi-32gb-space-gray-288902/,,http://i1.expansys.com/img/b/288902/apple-ipad-pro-97.jpg,288902,,2016-04-18 14:14:24,,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro12.9"" A1584 ",http://www.expansys.com.sg/apple-ipad-pro-a1584-wifi-128gb-silver-285791/,1294.99,http://i1.expansys.com/img/b/285791/apple-ipad-pro-a1584.jpg,285791,SG$,2016-04-18 14:14:27,1229.99,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 9.7"" ",http://www.expansys.com.sg/apple-ipad-pro-97-wifi-32gb-rose-gold-288909/,,http://i2.expansys.com/img/b/288909/apple-ipad-pro-97.jpg,288909,,2016-04-18 14:14:31,,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 12.9"" A1652 ",http://www.expansys.com.sg/apple-ipad-pro-a1652-lte-128gb-gold-285855/,1599.99,http://i2.expansys.com/img/b/285855/apple-ipad-pro-a1652.jpg,285855,SG$,2016-04-18 14:14:36,1474.99,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 12.9"" A1584 ",http://www.expansys.com.sg/apple-ipad-pro-a1584-wifi-128gb-space-gray-285790/,1294.99,http://i1.expansys.com/img/b/285790/apple-ipad-pro-a1584.jpg,285790,SG$,2016-04-18 14:14:39,1229.99,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 9.7"" ",http://www.expansys.com.sg/apple-ipad-pro-97-wifi-32gb-gold-288907/,,http://i2.expansys.com/img/b/288907/apple-ipad-pro-97.jpg,288907,,2016-04-18 14:14:40,,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 12.9"" A1652 ",http://www.expansys.com.sg/apple-ipad-pro-a1652-lte-128gb-space-gray-285852/,1599.99,http://i1.expansys.com/img/b/285852/apple-ipad-pro-a1652.jpg,285852,SG$,2016-04-18 14:14:45,1474.99,"Tablet PCs & iPads,Tablets,iPads"
"Apple iPad Pro 12.9"" A1652 ",http://www.expansys.com.sg/apple-ipad-pro-a1652-lte-128gb-silver-285854/,1599.99,http://i1.expansys.com/img/b/285854/apple-ipad-pro-a1652.jpg,285854,SG$,2016-04-18 14:14:47,1474.99,"Tablet PCs & iPads,Tablets,iPads"
SJCAM M10 WiFi Mini Cube Full HD Action Camera ,http://www.expansys.com.sg/sjcam-m10-wifi-full-hd-mini-action-camera-blue-273221/,139.49,http://i1.expansys.com/img/b/273221/sjcam-m10-wifi-full-hd-mini-action-camera.jpg,273221,SG$,2016-04-18 14:14:58,121.99,"Geek Shop,Audio & Visual"
AT Screen Guard for Moto 360 2nd gen (46mm) ,http://www.expansys.com.sg/at-screen-guard-for-moto-360-2nd-gen-46mm-anti-fingerprint-crystal-clear-285406/,9.99,http://i2.expansys.com/img/b/285406/at-screen-guard-for-moto-360-2nd-gen-46mm.jpg,285406,SG$,2016-04-18 14:15:01,9.99,"Watches,Watches Accessories"
Bose SoundLink Mini II/Mini Soft Cover ,http://www.expansys.com.sg/bose-soundlink-mini-bluetooth-speaker-soft-cover-red-263662/,46.99,http://i1.expansys.com/img/b/263662/bose-soundlink-mini-bluetooth-speaker-soft-cover.jpg,263662,SG$,2016-04-18 14:15:05,46.99,
Samsung Galaxy Tab S2 8.0 SM-T710 ,http://www.expansys.com.sg/samsung-galaxy-tab-s2-80-sm-t710-wifi-32gb-black-280762/,566.76,http://i1.expansys.com/img/b/280762/samsung-galaxy-tab-s2-80-sm-t710.jpg,280762,SG$,2016-04-18 14:15:18,459.99,"Tablet PCs & iPads,Android,Android Tablets - 8"""
Ultimate Ears BOOM 2 360° Wireless Speaker S-00151 ,http://www.expansys.com.sg/ultimate-ears-boom-2-black-288797/,264.99,http://i2.expansys.com/img/b/288797/ultimate-ears-boom-2.jpg,288797,SG$,2016-04-18 14:15:21,264.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Philips ActionFit SHQ1200 Sports In-Ear Headphones ,http://www.expansys.com.sg/philips-actionfit-shq1200-in-ear-headphones-purple-blue-254450/,30.63,http://i1.expansys.com/img/b/254450/philips-actionfit-shq1200-in-ear-headphones.jpg,254450,SG$,2016-04-18 14:15:24,29.60,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Dual SkyPro GPS Receiver for iPad/Android Tablets ,http://www.expansys.com.sg/dual-skypro-gps-receiver-for-ipad-android-tablets-black-red-xgps-160-252679/,212.44,http://i2.expansys.com/img/b/252679/dual-skypro-gps-receiver-for-ipad-android-tablets.jpg,252679,SG$,2016-04-18 14:15:29,183.99,"Tablet PCs & iPads,Tablet Accessories"
Ultimate Ears BOOM 2 360° Wireless Speaker ,http://www.expansys.com.sg/ultimate-ears-boom-2-green-288799/,264.99,http://i2.expansys.com/img/b/288799/ultimate-ears-boom-2.jpg,288799,SG$,2016-04-18 14:15:33,264.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Philips Fidelio NC1 Noise Cancelling On-Ear Headphones ,http://www.expansys.com.sg/philips-fidelio-nc1-noise-cancelling-on-ear-headphones-with-mic-black-287407/,296.00,http://i2.expansys.com/img/b/287407/philips-fidelio-nc1-noise-cancelling-on-ear-headphones.jpg,287407,SG$,2016-04-18 14:15:37,229.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Philips Fidelio X2 Headphones ,http://www.expansys.com.sg/philips-fidelio-x2-headphones-black-279425/,581.72,http://i2.expansys.com/img/b/279425/philips-fidelio-x2-headphones.jpg,279425,SG$,2016-04-18 14:15:42,358.19,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Philips SHP9500/00 HiFi Headphones,http://www.expansys.com.sg/philips-shp9500-00-hifi-headphones-254470/,262.56,http://i1.expansys.com/img/b/254470/philips-shp9500-00-hifi-headphones.jpg,254470,SG$,2016-04-18 14:15:46,262.56,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
hoomia Magic Pencil Headset ,http://www.expansys.com.sg/hoomia-magic-pencil-headset-green-smartphones-tablets-242175/,69.56,http://i2.expansys.com/img/b/242175/hoomia-magic-pencil-headset.jpg,242175,SG$,2016-04-18 14:15:48,10.86,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
B-Stock Logitech Refurbished 65-Key Bluetooth Keyboard ,http://www.expansys.com.sg/b-stock-logitech-bluetooth-v3-0-tabletkeyboard-refurbished-windows-8-rt-android-30-open-box-288487/,38.81,http://i2.expansys.com/img/b/288487/b-stock-logitech-bluetooth-v3-0-tabletkeyboard-refurbished.jpg,288487,SG$,2016-04-18 14:15:53,38.81,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
B-Stock XBase SJ1000 Full HD Sports Camera ,http://www.expansys.com.sg/b-stock-xbase-sj1000-full-hd-sports-camera-yellow-open-box-261693/,82.99,http://i1.expansys.com/img/b/261693/b-stock-xbase-sj1000-full-hd-sports-camera.jpg,261693,SG$,2016-04-18 14:16:02,82.99,
Veho MUVI™ K-Series K-1 Wi-Fi Handsfree Camera ,http://www.expansys.com.sg/veho-muvi-k-series-k1-handsfree-camera-272626/,264.99,http://i2.expansys.com/img/b/272626/veho-muvi-k-series-k1-handsfree-camera.jpg,272626,SG$,2016-04-18 14:16:04,264.99,
Veho UVI™ K-Series K-2 Wi-Fi Handsfree Camera ,http://www.expansys.com.sg/veho-muvi-k-series-k2-handsfree-camera-272627/,424.99,http://i2.expansys.com/img/b/272627/veho-muvi-k-series-k2-handsfree-camera.jpg,272627,SG$,2016-04-18 14:16:07,424.99,
Transcend DrivePro 520 ,http://www.expansys.com.sg/transcend-drivepro-520-car-video-recorder-284793/,289.99,http://i1.expansys.com/img/b/284793/transcend-drivepro-520.jpg,284793,SG$,2016-04-18 14:16:11,289.99,
Ultimate Ears MEGABOOM ,http://www.expansys.com.sg/ultimate-ears-megaboom-black-288807/,,http://i2.expansys.com/img/b/288807/ultimate-ears-megaboom.jpg,288807,,2016-04-18 14:16:20,,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Ultimate Ears ROLL 360° Wireless Speaker S-00152 ,http://www.expansys.com.sg/ultimate-ears-roll-orange-288805/,139.99,http://i2.expansys.com/img/b/288805/ultimate-ears-roll.jpg,288805,SG$,2016-04-18 14:16:24,139.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Ultimate Ears ROLL 360° Wireless Speaker S-00152 ,http://www.expansys.com.sg/ultimate-ears-roll-black-288803/,139.99,http://i1.expansys.com/img/b/288803/ultimate-ears-roll.jpg,288803,SG$,2016-04-18 14:16:27,139.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Ultimate Ears BOOM 2 360° Wireless Speaker S-00151 ,http://www.expansys.com.sg/ultimate-ears-boom-2-purple-288802/,,http://i1.expansys.com/img/b/288802/ultimate-ears-boom-2.jpg,288802,,2016-04-18 14:16:35,,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Ultimate Ears BOOM 2 360° Wireless Speaker S-00151 ,http://www.expansys.com.sg/ultimate-ears-boom-2-red-288800/,,http://i1.expansys.com/img/b/288800/ultimate-ears-boom-2.jpg,288800,,2016-04-18 14:16:35,,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
LG Rolly Wireless Portable Keyboard KBB-700 ,http://www.expansys.com.sg/lg-portable-wireless-rolly-keyboard-qwerty-keyboard-288231/,139.99,http://i1.expansys.com/img/b/288231/lg-portable-wireless-rolly-keyboard.jpg,288231,SG$,2016-04-18 14:16:44,139.99,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Ultimate Ears BOOM 2 360° Wireless Speaker ,http://www.expansys.com.sg/ultimate-ears-boom-2-blue-288798/,,http://i2.expansys.com/img/b/288798/ultimate-ears-boom-2.jpg,288798,,2016-04-18 14:16:45,,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
MiniX NT-II Bluetooth Headset ,http://www.expansys.com.sg/minix-nt-ii-bluetooth-class-2-279548/,66.64,http://i2.expansys.com/img/b/279548/minix-nt-ii.jpg,279548,SG$,2016-04-18 14:16:49,66.56,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Google Nexus 7 (2013) Sleeve ,http://www.expansys.com.sg/google-nexus-7-2013-sleeve-black-269957/,52.75,http://i2.expansys.com/img/b/269957/google-nexus-7-2013-sleeve.jpg,269957,SG$,2016-04-18 14:16:51,1.99,"Tablet PCs & iPads,Tablet Accessories,Cases"
Philips Fidelio M2L Headphones with Lightning Connector ,http://www.expansys.com.sg/philips-fidelio-m2l-headphones-with-lightning-connector-for-ios-black-287405/,521.00,http://i2.expansys.com/img/b/287405/philips-fidelio-m2l-headphones-with-lightning-connector.jpg,287405,SG$,2016-04-18 14:16:55,249.99,"Electronics,Headphones & Earbuds"
Samsung Galaxy S7 Clear Cover EF-QG930 ,http://www.expansys.com.sg/samsung-clear-cover-for-galaxy-s7-gold-288213/,42.68,http://i1.expansys.com/img/b/288213/samsung-clear-cover-for-galaxy-s7.jpg,288213,SG$,2016-04-18 14:17:00,29.99,"Mobile Phones,Phone Accessories,Cases & Covers"
Samsung Galaxy S7 edge Flip Wallet Cover EF-WG935 ,http://www.expansys.com.sg/samsung-flip-wallet-cover-for-galaxy-s7-edge-gold-288200/,42.68,http://i1.expansys.com/img/b/288200/samsung-flip-wallet-cover-for-galaxy-s7-edge.jpg,288200,SG$,2016-04-18 14:17:03,29.99,"Mobile Phones,Phone Accessories,Cases & Covers"
Sony Stereo Bluetooth Headset SBH54 ,http://www.expansys.com.sg/sony-stereo-bluetooth-headset-sbh54-black-283965/,130.99,http://i2.expansys.com/img/b/283965/sony-stereo-bluetooth-headset-sbh54.jpg,283965,SG$,2016-04-18 14:17:08,130.99,"Mobile Phones,Phone Accessories,Headsets & Headphones – Bluetooth"
Strontium NITRO 466X MicroSDHC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit-32gb-r70mb-s-for-tablets-smartphones-282114/,25.34,http://i1.expansys.com/img/b/282114/strontium-nitro-microsdhc-uhs-1-card-3-in-1-mobility-kit.jpg,282114,SG$,2016-04-18 14:17:12,16.99,"Mobile Phones,Phone Accessories,Memory & Storage"
innerexile Zamothrace Z-design Smart Case ,http://www.expansys.com.sg/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini-white-266728/,61.67,http://i2.expansys.com/img/b/266728/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini.jpg,266728,SG$,2016-04-18 14:17:21,40.72,"Tablet PCs & iPads,Tablet Accessories,Cases"
innerexile Zamothrace Z-design Smart Case ,http://www.expansys.com.sg/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini-black-266723/,61.67,http://i1.expansys.com/img/b/266723/innerexile-zamothrace-z-design-smart-case-for-apple-ipad-mini.jpg,266723,SG$,2016-04-18 14:17:25,40.72,"Tablet PCs & iPads,Tablet Accessories,Cases"
innerexile Pyramid kraft paper sleeve for Apple iPad mini ,http://www.expansys.com.sg/innerexile-pyramid-kraft-paper-sleeve-for-apple-ipad-mini-graphite-266717/,41.11,http://i2.expansys.com/img/b/266717/innerexile-pyramid-kraft-paper-sleeve-for-apple-ipad-mini.jpg,266717,SG$,2016-04-18 14:17:29,27.15,"Tablet PCs & iPads,Tablet Accessories,Cases"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-red-266673/,47.99,http://i1.expansys.com/img/b/266673/innerexile-capsule-42a-dual-ports-car-charger.jpg,266673,SG$,2016-04-18 14:17:32,47.99,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-silver-266672/,47.99,http://i1.expansys.com/img/b/266672/innerexile-capsule-42a-dual-ports-car-charger.jpg,266672,SG$,2016-04-18 14:17:36,47.99,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
innerexile Capsule 4.2 A Dual ports car charger ,http://www.expansys.com.sg/innerexile-capsule-42a-dual-ports-car-charger-black-266451/,47.99,http://i1.expansys.com/img/b/266451/innerexile-capsule-42a-dual-ports-car-charger.jpg,266451,SG$,2016-04-18 14:17:39,47.99,"Tablet PCs & iPads,Tablet Accessories,Car Kits"
Nokia WH-930 Purity HD Stereo Headset by Monster ,http://www.expansys.com.sg/nokia-purity-hd-stereo-headset-by-monster-fuchsia-225032/,294.43,http://i1.expansys.com/img/b/225032/nokia-purity-hd-stereo-headset-by-monster.jpg,225032,SG$,2016-04-18 14:17:42,87.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Nokia WH-930 Purity HD Stereo Headset by Monster ,http://www.expansys.com.sg/nokia-purity-hd-stereo-headset-by-monster-black-224967/,294.43,http://i2.expansys.com/img/b/224967/nokia-purity-hd-stereo-headset-by-monster.jpg,224967,SG$,2016-04-18 14:17:47,87.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Krusell Malmö FlipCase for Apple iPad Air 2 ,http://www.expansys.com.sg/krusell-malmo-flipcase-for-apple-ipad-air-2-pink-263575/,16.46,http://i2.expansys.com/img/b/263575/krusell-malmo-flipcase-for-apple-ipad-air-2.jpg,263575,SG$,2016-04-18 14:17:51,16.46,"Tablet PCs & iPads,iPad Accessories,Cases"
Philips SHB5000WT Bluetooth Stereo Headset ,http://www.expansys.com.sg/philips-shb5000wt-bluetooth-stereo-headset-in-ear-white-254490/,87.40,http://i1.expansys.com/img/b/254490/philips-shb5000wt-bluetooth-stereo-headset.jpg,254490,SG$,2016-04-18 14:17:55,87.40,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Samsung Galaxy S7 LED View Cover EF-NG930 ,http://www.expansys.com.sg/samsung-galaxy-s7-led-view-cover-ef-ng930-silver-288220/,86.24,http://i1.expansys.com/img/b/288220/samsung-galaxy-s7-led-view-cover-ef-ng930.jpg,288220,SG$,2016-04-18 14:18:00,64.99,"Mobile Phones,Phone Accessories,Cases & Covers"
Jabra Eclipse ,http://www.expansys.com.sg/jabra-eclipse-black-287186/,148.99,http://i2.expansys.com/img/b/287186/jabra-eclipse.jpg,287186,SG$,2016-04-18 14:18:04,148.99,"Mobile Phones,Phone Accessories,Headsets & Headphones – Bluetooth"
Strontium NITRO 566X MicroSDXC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit-64gb-r85mb-s-for-tablets-smartphones-282115/,45.40,http://i2.expansys.com/img/b/282115/strontium-nitro-microsdxc-uhs-1-card-3-in-1-mobility-kit.jpg,282115,SG$,2016-04-18 14:18:09,32.99,"Mobile Phones,Phone Accessories,Memory & Storage"
"AT Screen Guard for Samsung Galaxy Tab S2 Wifi 9.7"" ",http://www.expansys.com.sg/at-screen-guard-for-samsung-galaxy-tabs2-wifi-97-anti-fingerprint-crystal-clear-280833/,17.99,http://i1.expansys.com/img/b/280833/at-screen-guard-for-samsung-galaxy-tabs2-wifi-97.jpg,280833,SG$,2016-04-18 14:18:13,17.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Ultra Oleophobic Screen Protector ,http://www.expansys.com.sg/at-screen-guard-for-htc-one-max-oleophobic-screen-protector-257461/,1.99,http://i1.expansys.com/img/b/257461/at-screen-guard-for-htc-one-max.jpg,257461,SG$,2016-04-18 14:18:26,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Screen Guard for Galaxy Golden ,http://www.expansys.com.sg/at-screen-guard-for-galaxy-golden-anti-fingerprint-crystal-clear-257761/,1.99,http://i1.expansys.com/img/b/257761/at-screen-guard-for-galaxy-golden.jpg,257761,SG$,2016-04-18 14:18:27,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Ultra Oleophobic Screen Protector ,http://www.expansys.com.sg/at-screen-guard-for-galaxy-mega-6-3-oleophobic-screen-protector-257456/,1.99,http://i2.expansys.com/img/b/257456/at-screen-guard-for-galaxy-mega-6-3.jpg,257456,SG$,2016-04-18 14:18:30,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
Nokia WH-930 Purity HD Stereo Headset by Monster ,http://www.expansys.com.sg/nokia-purity-hd-stereo-headset-by-monster-blue-225030/,294.43,http://i1.expansys.com/img/b/225030/nokia-purity-hd-stereo-headset-by-monster.jpg,225030,SG$,2016-04-18 14:18:35,87.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Nokia WH-930 Purity HD Stereo Headset by Monster ,http://www.expansys.com.sg/nokia-purity-hd-stereo-headset-by-monster-white-225029/,294.43,http://i2.expansys.com/img/b/225029/nokia-purity-hd-stereo-headset-by-monster.jpg,225029,SG$,2016-04-18 14:18:37,87.99,"Tablet PCs & iPads,Tablet Accessories,Headphones & Speakers"
Strontium NITRO PLUS MicroSDXC Card 3-in-1 ,http://www.expansys.com.sg/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader-64gb-class-10-u3-r95w85mb-s-282124/,72.75,http://i1.expansys.com/img/b/282124/strontium-nitro-plus-microsdxc-card-w-adaptor-card-reader.jpg,282124,SG$,2016-04-18 14:18:43,66.99,"Tablet PCs & iPads,Tablet Accessories"
AT Screen Guard for Google Nexus 7 (2012) ,http://www.expansys.com.sg/at-screen-guard-for-google-nexus-7-2012-crystal-clear-267465/,11.51,http://i2.expansys.com/img/b/267465/at-screen-guard-for-google-nexus-7-2012.jpg,267465,SG$,2016-04-18 14:18:45,2.49,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
BlueLounge Kii Charging Keychain with Lightning Connector ,http://www.expansys.com.sg/bluelounge-kii-lightning-charging-key-chain-white-257518/,53.70,http://i2.expansys.com/img/b/257518/bluelounge-kii-lightning-charging-key-chain.jpg,257518,SG$,2016-04-18 14:18:47,43.99,"Tablet PCs & iPads,iPad Accessories"
BlueLounge 20cm Cable Apple ,http://www.expansys.com.sg/bluelounge-20cm-cable-apple-30-pin-257510/,11.99,http://i1.expansys.com/img/b/257510/bluelounge-20cm-cable-apple.jpg,257510,SG$,2016-04-18 14:18:51,11.99,"Tablet PCs & iPads,iPad Accessories"
BlueLounge Sanctuary4 ,http://www.expansys.com.sg/bluelounge-sanctuary4-black-w-micro-usb-cable-257508/,135.99,http://i2.expansys.com/img/b/257508/bluelounge-sanctuary4.jpg,257508,SG$,2016-04-18 14:18:56,122.99,"Tablet PCs & iPads,iPad Accessories"
BlackBerry Classic Soft Shell ,http://www.expansys.com.sg/blackberry-classic-soft-shell-black-translucent-269598/,25.99,http://i2.expansys.com/img/b/269598/blackberry-classic-soft-shell.jpg,269598,SG$,2016-04-18 14:19:03,25.99,"Mobile Phones,Phone Accessories,Cases & Covers"
BlackBerry Classic Leather Pocket ,http://www.expansys.com.sg/blackberry-classic-leather-pocket-black-269592/,38.99,http://i1.expansys.com/img/b/269592/blackberry-classic-leather-pocket.jpg,269592,SG$,2016-04-18 14:19:05,38.99,"Mobile Phones,Phone Accessories,Cases & Covers"
Sony Bluetooth Speaker BSP10 ,http://www.expansys.com.sg/sony-bluetooth-speaker-bsp10-black-265392/,139.48,http://i1.expansys.com/img/b/265392/sony-bluetooth-speaker-bsp10.jpg,265392,SG$,2016-04-18 14:19:09,82.99,"Mobile Phones,Phone Accessories,Speakers"
Plantronics Voyager Edge Bluetooth v4.0 Headset with NFC ,http://www.expansys.com.sg/plantronics-voyager-edge-bluetooth-v4-0-headset-with-nfc-carbon-black-262225/,175.98,http://i2.expansys.com/img/b/262225/plantronics-voyager-edge-bluetooth-v4-0-headset-with-nfc.jpg,262225,SG$,2016-04-18 14:19:11,111.99,"Mobile Phones,Phone Accessories,Headsets & Headphones – Bluetooth"
Logitech Bluetooth Multi-Device Keyboard K480 ,http://www.expansys.com.sg/logitech-k480-bluetooth-multi-device-keyboard-white-286963/,90.99,http://i1.expansys.com/img/b/286963/logitech-k480-bluetooth-multi-device-keyboard.jpg,286963,SG$,2016-04-18 14:19:13,69.99,"Tablet PCs & iPads,Tablet Accessories,Keyboards"
Samsung External Battery Pack ,http://www.expansys.com.sg/samsung-external-battery-pack-black-6000mah-2a-261776/,83.99,http://i2.expansys.com/img/b/261776/samsung-external-battery-pack.jpg,261776,SG$,2016-04-18 14:19:21,83.99,"Mobile Phones,Phone Accessories,Power – Batteries"
AT Ultra Oleophobic Screen Protector ,http://www.expansys.com.sg/at-screen-guard-for-galaxy-s4-oleophobic-screen-protector-257460/,1.99,http://i1.expansys.com/img/b/257460/at-screen-guard-for-galaxy-s4.jpg,257460,SG$,2016-04-18 14:19:24,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Ultra Oleophobic Screen Protector ,http://www.expansys.com.sg/at-screen-guard-for-galaxy-s3-oleophobic-screen-protector-257459/,1.99,http://i2.expansys.com/img/b/257459/at-screen-guard-for-galaxy-s3.jpg,257459,SG$,2016-04-18 14:19:28,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
AT Ultra Oleophobic Screen Protector ,http://www.expansys.com.sg/at-screen-guard-for-galaxy-note-3-oleophobic-screen-protector-257458/,1.99,http://i2.expansys.com/img/b/257458/at-screen-guard-for-galaxy-note-3.jpg,257458,SG$,2016-04-18 14:19:29,1.99,"Mobile Phones,Phone Accessories,Screen Protectors & Cleaning"
